"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","TC-017.Gotta Have It: Add task - non-default priority level","chromium","2026-08-27","skipped","2026-08-27","","add-task.test.js","",""
"","2","TC-012.2: Add task - valid name with defaults","chromium","2026-08-27","skipped","2026-08-27","","add-task.test.js","",""
"","480","TC-001: Title","chromium","2026-08-27","passed","2026-08-27","","home-header-nav.test.js","",""
"","6787","TC-008: Current Week Button - from Previous Week","webkit","2026-08-27","failed","2026-08-27","","home-header-nav.test.js","",""
"","1","TC-017.Gotta Have It: Add task - non-default priority level","webkit","2026-08-27","skipped","2026-08-27","","add-task.test.js","",""
"","850","TC-001: Title","webkit","2026-08-27","passed","2026-08-27","","home-header-nav.test.js","",""
"","0","TC-020: Add task - repeat every day","webkit","2026-08-27","skipped","2026-08-27","","add-task.test.js","",""
"","1","TC-025: Edit task - updating priority","chromium","2026-08-27","skipped","2026-08-27","","edit-task.test.js","",""
"","1","TC-012.2: Add task - valid name with defaults","webkit","2026-08-27","skipped","2026-08-27","","add-task.test.js","",""
"","1","TC-018: Add task - repeat task count","chromium","2026-08-27","skipped","2026-08-27","","add-task.test.js","",""
"","5696","TC-002: Week Label - Default","webkit","2026-08-27","failed","2026-08-27","","home-header-nav.test.js","",""
"","5403","TC-002: Week Label - Default","chromium","2026-08-27","failed","2026-08-27","","home-header-nav.test.js","",""
"","562","TC-024: Edit task - updating task name","webkit","2026-08-27","failed","2026-08-27","","edit-task.test.js","",""
"","6361","TC-008: Current Week Button - from Previous Week","chromium","2026-08-27","failed","2026-08-27","","home-header-nav.test.js","",""
"","1","TC-018: Add task - repeat task count","webkit","2026-08-27","skipped","2026-08-27","","add-task.test.js","",""
"","0","TC-026: Edit task - deleting task","webkit","2026-08-27","skipped","2026-08-27","","edit-task.test.js","",""
"","178","TC-012.1: Add task - valid name with defaults","chromium","2026-08-27","failed","2026-08-27","","add-task.test.js","",""
"","271","TC-024: Edit task - updating task name","chromium","2026-08-27","failed","2026-08-27","","edit-task.test.js","",""
"","0","TC-025: Edit task - updating priority","webkit","2026-08-27","skipped","2026-08-27","","edit-task.test.js","",""
"","1","TC-020: Add task - repeat every day","chromium","2026-08-27","skipped","2026-08-27","","add-task.test.js","",""
"","0","TC-026: Edit task - deleting task","chromium","2026-08-27","skipped","2026-08-27","","edit-task.test.js","",""
"","501","TC-012.1: Add task - valid name with defaults","webkit","2026-08-27","failed","2026-08-27","","add-task.test.js","",""
