"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2491","TC-015: Add task - task name contains emojis","webkit","2026-08-26","passed","2026-08-26","","add-task.test.js","",""
"","2942","TC-014: Add task - task name contains special characters","webkit","2026-08-26","passed","2026-08-26","","add-task.test.js","",""
"","2096","TC-009: Current Week Button - from Next Week","webkit","2026-08-26","passed","2026-08-26","","home-header-nav.test.js","",""
"","1741","TC-014: Add task - task name contains special characters","chromium","2026-08-26","passed","2026-08-26","","add-task.test.js","",""
"","1441","TC-007: Next Week Button - All week navigation buttons enabled","chromium","2026-08-26","passed","2026-08-26","","home-header-nav.test.js","",""
"","1555","TC-009: Current Week Button - from Next Week","chromium","2026-08-26","passed","2026-08-26","","home-header-nav.test.js","",""
"","2103","TC-020: Add task - repeat every day","chromium","2026-08-26","passed","2026-08-26","","add-task.test.js","",""
"","2019","TC-025: Edit task - updating priority","chromium","2026-08-26","passed","2026-08-26","","edit-task.test.js","",""
"","1980","TC-004: Week Label - Next Week","webkit","2026-08-26","passed","2026-08-26","","home-header-nav.test.js","",""
"","1898","TC-021: Add task - repeat every other day","chromium","2026-08-26","passed","2026-08-26","","add-task.test.js","",""
"","1609","TC-019: Add task - repeat task count must not exceed maximum","chromium","2026-08-26","passed","2026-08-26","","add-task.test.js","",""
"","1578","TC-011:	Add task - empty task name not allowed","chromium","2026-08-26","passed","2026-08-26","","add-task.test.js","",""
"","1736","TC-016: Add task - non-default owner","chromium","2026-08-26","passed","2026-08-26","","add-task.test.js","",""
"","2008","TC-006: Previous Week Button - All week navigation buttons enabled","webkit","2026-08-26","passed","2026-08-26","","home-header-nav.test.js","",""
"","1926","TC-017.Tada: Add task - non-default priority level","chromium","2026-08-26","passed","2026-08-26","","add-task.test.js","",""
"","2807","TC-018: Add task - repeat task count","webkit","2026-08-26","passed","2026-08-26","","add-task.test.js","",""
"","7217","TC-010:	Add task - closing modal","webkit","2026-08-26","passed","2026-08-26","","add-task.test.js","",""
"","2008","TC-007: Next Week Button - All week navigation buttons enabled","webkit","2026-08-26","passed","2026-08-26","","home-header-nav.test.js","",""
"","1437","TC-003: Week Label - Previous Week","chromium","2026-08-26","passed","2026-08-26","","home-header-nav.test.js","",""
"","1730","TC-013: Add task - task name exceeds max character limit","chromium","2026-08-26","passed","2026-08-26","","add-task.test.js","",""
"","2095","TC-008: Current Week Button - from Previous Week","webkit","2026-08-26","passed","2026-08-26","","home-header-nav.test.js","",""
"","1958","TC-026: Edit task - deleting task","chromium","2026-08-26","passed","2026-08-26","","edit-task.test.js","",""
"","2598","TC-017.Gotta Have It: Add task - non-default priority level","webkit","2026-08-26","passed","2026-08-26","","add-task.test.js","",""
"","1747","TC-017.Gotta Have It: Add task - non-default priority level","chromium","2026-08-26","passed","2026-08-26","","add-task.test.js","",""
"","1564","TC-022: Add task - repeat day requires selection","chromium","2026-08-26","passed","2026-08-26","","add-task.test.js","",""
"","1714","TC-017.Love It: Add task - non-default priority level","chromium","2026-08-26","passed","2026-08-26","","add-task.test.js","",""
"","2388","TC-022: Add task - repeat day requires selection","webkit","2026-08-26","passed","2026-08-26","","add-task.test.js","",""
"","1751","TC-018: Add task - repeat task count","chromium","2026-08-26","passed","2026-08-26","","add-task.test.js","",""
"","2031","TC-024: Edit task - updating task name","chromium","2026-08-26","passed","2026-08-26","","edit-task.test.js","",""
"","696","TC-005: Current Week Button - Default State","chromium","2026-08-26","passed","2026-08-26","","home-header-nav.test.js","",""
"","1875","TC-023:	Edit task - closing modal","chromium","2026-08-26","passed","2026-08-26","","edit-task.test.js","",""
"","955","TC-005: Current Week Button - Default State","webkit","2026-08-26","passed","2026-08-26","","home-header-nav.test.js","",""
"","1449","TC-006: Previous Week Button - All week navigation buttons enabled","chromium","2026-08-26","passed","2026-08-26","","home-header-nav.test.js","",""
"","890","TC-001: Title","webkit","2026-08-26","passed","2026-08-26","","home-header-nav.test.js","",""
"","2702","TC-026: Edit task - deleting task","webkit","2026-08-26","passed","2026-08-26","","edit-task.test.js","",""
"","2729","TC-025: Edit task - updating priority","webkit","2026-08-26","passed","2026-08-26","","edit-task.test.js","",""
"","2438","TC-023:	Edit task - closing modal","webkit","2026-08-26","passed","2026-08-26","","edit-task.test.js","",""
"","1680","TC-015: Add task - task name contains emojis","chromium","2026-08-26","passed","2026-08-26","","add-task.test.js","",""
"","2848","TC-021: Add task - repeat every other day","webkit","2026-08-26","passed","2026-08-26","","add-task.test.js","",""
"","1454","TC-004: Week Label - Next Week","chromium","2026-08-26","passed","2026-08-26","","home-header-nav.test.js","",""
"","2520","TC-012.1: Add task - valid name with defaults","webkit","2026-08-26","passed","2026-08-26","","add-task.test.js","",""
"","1723","TC-012.2: Add task - valid name with defaults","chromium","2026-08-26","passed","2026-08-26","","add-task.test.js","",""
"","3401","TC-020: Add task - repeat every day","webkit","2026-08-26","passed","2026-08-26","","add-task.test.js","",""
"","685","TC-002: Week Label - Default","chromium","2026-08-26","passed","2026-08-26","","home-header-nav.test.js","",""
"","2472","TC-017.Like It: Add task - non-default priority level","webkit","2026-08-26","passed","2026-08-26","","add-task.test.js","",""
"","2495","TC-019: Add task - repeat task count must not exceed maximum","webkit","2026-08-26","passed","2026-08-26","","add-task.test.js","",""
"","2295","TC-011:	Add task - empty task name not allowed","webkit","2026-08-26","passed","2026-08-26","","add-task.test.js","",""
"","2504","TC-016: Add task - non-default owner","webkit","2026-08-26","passed","2026-08-26","","add-task.test.js","",""
"","2455","TC-010:	Add task - closing modal","chromium","2026-08-26","passed","2026-08-26","","add-task.test.js","",""
"","1671","TC-008: Current Week Button - from Previous Week","chromium","2026-08-26","passed","2026-08-26","","home-header-nav.test.js","",""
"","1724","TC-017.Like It: Add task - non-default priority level","chromium","2026-08-26","passed","2026-08-26","","add-task.test.js","",""
"","517","TC-001: Title","chromium","2026-08-26","passed","2026-08-26","","home-header-nav.test.js","",""
"","948","TC-002: Week Label - Default","webkit","2026-08-26","passed","2026-08-26","","home-header-nav.test.js","",""
"","2425","TC-017.Love It: Add task - non-default priority level","webkit","2026-08-26","passed","2026-08-26","","add-task.test.js","",""
"","1738","TC-012.1: Add task - valid name with defaults","chromium","2026-08-26","passed","2026-08-26","","add-task.test.js","",""
"","1969","TC-003: Week Label - Previous Week","webkit","2026-08-26","passed","2026-08-26","","home-header-nav.test.js","",""
"","2449","TC-017.Tada: Add task - non-default priority level","webkit","2026-08-26","passed","2026-08-26","","add-task.test.js","",""
