"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","519","TC-002: Week Label - Default @smoke @week @week-label @TC-002","chromium","2026-07-29","passed","2026-07-29","","home-header-nav.test.js","",""
"","1711","TC-004: Week Label - Next Week @smoke @week @week-label @TC-004","webkit","2026-07-29","passed","2026-07-29","","home-header-nav.test.js","",""
"","525","TC-005: Current Week Button - Default State @smoke @week @week-nav @TC-005","chromium","2026-07-29","passed","2026-07-29","","home-header-nav.test.js","",""
"","2199","TC-016.Like It: Add task - non-default priority level @smoke @add-task @view-list @priority @TC-016","webkit","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","1570","TC-015: Add task - non-default owner @smoke @add-task @view-list @TC-015","chromium","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","626","TC-002: Week Label - Default @smoke @week @week-label @TC-002","webkit","2026-07-29","passed","2026-07-29","","home-header-nav.test.js","",""
"","1916","TC-019: Add task - repeat every day @smoke @add-task @view-list @repeat-task @TC-019","chromium","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","2206","TC-011.2: Add task - valid name with defaults @smoke @add-task @view-list @user2 @TC-011","webkit","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","1319","TC-003: Week Label - Previous Week @smoke @week @week-label @TC-003","chromium","2026-07-29","passed","2026-07-29","","home-header-nav.test.js","",""
"","8583","TC-010:	Add task - empty task name not allowed @smoke @add-task @TC-010","webkit","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","2330","TC-016.Love It: Add task - non-default priority level @smoke @add-task @view-list @priority @TC-016","webkit","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","541","TC-001: Title @smoke @header @TC-001","chromium","2026-07-29","passed","2026-07-29","","home-header-nav.test.js","",""
"","2508","TC-020: Add task - repeat every other day @smoke @add-task @view-list @repeat-task @TC-020","webkit","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","2156","TC-013: Add task - task name contains special characters @smoke @add-task @view-list @TC-013","webkit","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","1600","TC-016.Gotta Have It: Add task - non-default priority level @smoke @add-task @view-list @priority @TC-016","chromium","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","3146","TC-019: Add task - repeat every day @smoke @add-task @view-list @repeat-task @TC-019","webkit","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","2186","TC-016.Gotta Have It: Add task - non-default priority level @smoke @add-task @view-list @priority @TC-016","webkit","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","2560","TC-017: Add task - repeat task count @smoke @add-task @view-list @TC-017","webkit","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","2122","TC-016.Tada: Add task - non-default priority level @smoke @add-task @view-list @priority @TC-016","webkit","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","1630","TC-012: Add task - task name exceeds max character limit @smoke @add-task @view-list @TC-012","chromium","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","1594","TC-013: Add task - task name contains special characters @smoke @add-task @view-list @TC-013","chromium","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","580","TC-005: Current Week Button - Default State @smoke @week @week-nav @TC-005","webkit","2026-07-29","passed","2026-07-29","","home-header-nav.test.js","",""
"","1792","TC-020: Add task - repeat every other day @smoke @add-task @view-list @repeat-task @TC-020","chromium","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","1488","TC-021: Add task - repeat day requires selection @smoke @add-task @repeat-task @TC-021","chromium","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","1822","TC-008: Current Week Button - from Previous Week @smoke @week @week-nav @TC-008","webkit","2026-07-29","passed","2026-07-29","","home-header-nav.test.js","",""
"","1633","TC-016.Like It: Add task - non-default priority level @smoke @add-task @view-list @priority @TC-016","chromium","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","1601","TC-016.Love It: Add task - non-default priority level @smoke @add-task @view-list @priority @TC-016","chromium","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
