"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","895","TC-002: Week Label - Default","webkit","2026-08-26","passed","2026-08-26","","home-header-nav.test.js","",""
"","2051","TC-020: Add task - repeat every day","chromium","2026-08-26","passed","2026-08-26","","add-task.test.js","",""
"","2974","TC-018: Add task - repeat task count","webkit","2026-08-26","passed","2026-08-26","","add-task.test.js","",""
"","2398","TC-025: Edit task - updating priority","webkit","2026-08-26","passed","2026-08-26","","edit-task.test.js","",""
"","1796","TC-026: Edit task - deleting task","chromium","2026-08-26","passed","2026-08-26","","edit-task.test.js","",""
"","2333","TC-026: Edit task - deleting task","webkit","2026-08-26","passed","2026-08-26","","edit-task.test.js","",""
"","2342","TC-012.2: Add task - valid name with defaults","webkit","2026-08-26","passed","2026-08-26","","add-task.test.js","",""
"","2533","TC-024: Edit task - updating task name","webkit","2026-08-26","passed","2026-08-26","","edit-task.test.js","",""
"","2333","TC-017.Gotta Have It: Add task - non-default priority level","webkit","2026-08-26","passed","2026-08-26","","add-task.test.js","",""
"","1813","TC-025: Edit task - updating priority","chromium","2026-08-26","passed","2026-08-26","","edit-task.test.js","",""
"","1686","TC-017.Gotta Have It: Add task - non-default priority level","chromium","2026-08-26","passed","2026-08-26","","add-task.test.js","",""
"","1941","TC-012.1: Add task - valid name with defaults","chromium","2026-08-26","passed","2026-08-26","","add-task.test.js","",""
"","2001","TC-008: Current Week Button - from Previous Week","webkit","2026-08-26","passed","2026-08-26","","home-header-nav.test.js","",""
"","1640","TC-012.2: Add task - valid name with defaults","chromium","2026-08-26","passed","2026-08-26","","add-task.test.js","",""
"","526","TC-001: Title","chromium","2026-08-26","passed","2026-08-26","","home-header-nav.test.js","",""
"","601","TC-002: Week Label - Default","chromium","2026-08-26","passed","2026-08-26","","home-header-nav.test.js","",""
"","8739","TC-012.1: Add task - valid name with defaults","webkit","2026-08-26","passed","2026-08-26","","add-task.test.js","",""
"","1588","TC-008: Current Week Button - from Previous Week","chromium","2026-08-26","passed","2026-08-26","","home-header-nav.test.js","",""
"","1722","TC-018: Add task - repeat task count","chromium","2026-08-26","passed","2026-08-26","","add-task.test.js","",""
"","868","TC-001: Title","webkit","2026-08-26","passed","2026-08-26","","home-header-nav.test.js","",""
"","3343","TC-020: Add task - repeat every day","webkit","2026-08-26","passed","2026-08-26","","add-task.test.js","",""
"","1808","TC-024: Edit task - updating task name","chromium","2026-08-26","passed","2026-08-26","","edit-task.test.js","",""
