"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2146","TC-012.2: Add task - valid name with defaults","webkit","2026-08-27","passed","2026-08-27","","add-task.test.js","",""
"","1384","TC-026: Edit task - deleting task","chromium","2026-08-27","passed","2026-08-27","","edit-task.test.js","",""
"","1445","TC-018: Add task - repeat task count","chromium","2026-08-27","passed","2026-08-27","","add-task.test.js","",""
"","2037","TC-026: Edit task - deleting task","webkit","2026-08-27","passed","2026-08-27","","edit-task.test.js","",""
"","780","TC-001: Title","webkit","2026-08-27","passed","2026-08-27","","home-header-nav.test.js","",""
"","1446","TC-024: Edit task - updating task name","chromium","2026-08-27","passed","2026-08-27","","edit-task.test.js","",""
"","2250","TC-024: Edit task - updating task name","webkit","2026-08-27","passed","2026-08-27","","edit-task.test.js","",""
"","2037","TC-025: Edit task - updating priority","webkit","2026-08-27","passed","2026-08-27","","edit-task.test.js","",""
"","2823","TC-020: Add task - repeat every day","webkit","2026-08-27","passed","2026-08-27","","add-task.test.js","",""
"","1869","TC-008: Current Week Button - from Previous Week","webkit","2026-08-27","passed","2026-08-27","","home-header-nav.test.js","",""
"","4066","TC-012.1: Add task - valid name with defaults","webkit","2026-08-27","passed","2026-08-27","","add-task.test.js","",""
"","1357","TC-008: Current Week Button - from Previous Week","chromium","2026-08-27","passed","2026-08-27","","home-header-nav.test.js","",""
"","1406","TC-012.2: Add task - valid name with defaults","chromium","2026-08-27","passed","2026-08-27","","add-task.test.js","",""
"","1418","TC-017.Gotta Have It: Add task - non-default priority level","chromium","2026-08-27","passed","2026-08-27","","add-task.test.js","",""
"","809","TC-002: Week Label - Default","webkit","2026-08-27","passed","2026-08-27","","home-header-nav.test.js","",""
"","427","TC-001: Title","chromium","2026-08-27","passed","2026-08-27","","home-header-nav.test.js","",""
"","415","TC-002: Week Label - Default","chromium","2026-08-27","passed","2026-08-27","","home-header-nav.test.js","",""
"","2273","TC-012.1: Add task - valid name with defaults","chromium","2026-08-27","passed","2026-08-27","","add-task.test.js","",""
"","1456","TC-025: Edit task - updating priority","chromium","2026-08-27","passed","2026-08-27","","edit-task.test.js","",""
"","1741","TC-020: Add task - repeat every day","chromium","2026-08-27","passed","2026-08-27","","add-task.test.js","",""
"","2161","TC-017.Gotta Have It: Add task - non-default priority level","webkit","2026-08-27","passed","2026-08-27","","add-task.test.js","",""
"","2867","TC-018: Add task - repeat task count","webkit","2026-08-27","passed","2026-08-27","","add-task.test.js","",""
