"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2644","TC-024: Edit task - updating task name","webkit","2026-08-27","passed","2026-08-27","","edit-task.test.js","",""
"","3430","TC-020: Add task - repeat every day","webkit","2026-08-27","passed","2026-08-27","","add-task.test.js","",""
"","9779","TC-012.1: Add task - valid name with defaults","webkit","2026-08-27","passed","2026-08-27","","add-task.test.js","",""
"","2056","TC-008: Current Week Button - from Previous Week","webkit","2026-08-27","passed","2026-08-27","","home-header-nav.test.js","",""
"","1739","TC-026: Edit task - deleting task","chromium","2026-08-27","passed","2026-08-27","","edit-task.test.js","",""
"","1785","TC-024: Edit task - updating task name","chromium","2026-08-27","passed","2026-08-27","","edit-task.test.js","",""
"","920","TC-001: Title","webkit","2026-08-27","passed","2026-08-27","","home-header-nav.test.js","",""
"","1628","TC-017.Gotta Have It: Add task - non-default priority level","chromium","2026-08-27","passed","2026-08-27","","add-task.test.js","",""
"","886","TC-002: Week Label - Default","webkit","2026-08-27","passed","2026-08-27","","home-header-nav.test.js","",""
"","2374","TC-012.2: Add task - valid name with defaults","webkit","2026-08-27","passed","2026-08-27","","add-task.test.js","",""
"","2448","TC-017.Gotta Have It: Add task - non-default priority level","webkit","2026-08-27","passed","2026-08-27","","add-task.test.js","",""
"","1625","TC-012.2: Add task - valid name with defaults","chromium","2026-08-27","passed","2026-08-27","","add-task.test.js","",""
"","1770","TC-025: Edit task - updating priority","chromium","2026-08-27","passed","2026-08-27","","edit-task.test.js","",""
"","505","TC-001: Title","chromium","2026-08-27","passed","2026-08-27","","home-header-nav.test.js","",""
"","2443","TC-025: Edit task - updating priority","webkit","2026-08-27","passed","2026-08-27","","edit-task.test.js","",""
"","1979","TC-020: Add task - repeat every day","chromium","2026-08-27","passed","2026-08-27","","add-task.test.js","",""
"","514","TC-002: Week Label - Default","chromium","2026-08-27","passed","2026-08-27","","home-header-nav.test.js","",""
"","2455","TC-026: Edit task - deleting task","webkit","2026-08-27","passed","2026-08-27","","edit-task.test.js","",""
"","1900","TC-012.1: Add task - valid name with defaults","chromium","2026-08-27","passed","2026-08-27","","add-task.test.js","",""
"","3185","TC-018: Add task - repeat task count","webkit","2026-08-27","passed","2026-08-27","","add-task.test.js","",""
"","1660","TC-018: Add task - repeat task count","chromium","2026-08-27","passed","2026-08-27","","add-task.test.js","",""
"","1492","TC-008: Current Week Button - from Previous Week","chromium","2026-08-27","passed","2026-08-27","","home-header-nav.test.js","",""
