"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1576","TC-017.Love It: Add task - non-default priority level","chromium","2026-08-22","passed","2026-08-22","","add-task.test.js","",""
"","423","TC-002: Week Label - Default","chromium","2026-08-22","passed","2026-08-22","","home-header-nav.test.js","",""
"","1607","TC-017.Like It: Add task - non-default priority level","chromium","2026-08-22","passed","2026-08-22","","add-task.test.js","",""
"","1868","TC-025: Edit task - updating priority","chromium","2026-08-22","passed","2026-08-22","","edit-task.test.js","",""
"","335","TC-001: Title","chromium","2026-08-22","passed","2026-08-22","","home-header-nav.test.js","",""
"","1426","TC-009: Current Week Button - from Next Week","chromium","2026-08-22","passed","2026-08-22","","home-header-nav.test.js","",""
"","2157","TC-015: Add task - task name contains emojis","webkit","2026-08-22","passed","2026-08-22","","add-task.test.js","",""
"","1845","TC-008: Current Week Button - from Previous Week","webkit","2026-08-22","passed","2026-08-22","","home-header-nav.test.js","",""
"","1539","TC-012.1: Add task - valid name with defaults","chromium","2026-08-22","passed","2026-08-22","","add-task.test.js","",""
"","1850","TC-009: Current Week Button - from Next Week","webkit","2026-08-22","passed","2026-08-22","","home-header-nav.test.js","",""
"","1935","TC-020: Add task - repeat every day","chromium","2026-08-22","passed","2026-08-22","","add-task.test.js","",""
"","7113","TC-010:	Add task - closing modal","webkit","2026-08-22","passed","2026-08-22","","add-task.test.js","",""
"","436","TC-005: Current Week Button - Default State","chromium","2026-08-22","passed","2026-08-22","","home-header-nav.test.js","",""
"","552","TC-001: Title","webkit","2026-08-22","passed","2026-08-22","","home-header-nav.test.js","",""
"","1694","TC-007: Next Week Button - All week navigation buttons enabled","webkit","2026-08-22","passed","2026-08-22","","home-header-nav.test.js","",""
"","2134","TC-023:	Edit task - closing modal","webkit","2026-08-22","passed","2026-08-22","","edit-task.test.js","",""
"","2173","TC-016: Add task - non-default owner","webkit","2026-08-22","passed","2026-08-22","","add-task.test.js","",""
"","3135","TC-020: Add task - repeat every day","webkit","2026-08-22","passed","2026-08-22","","add-task.test.js","",""
"","1473","TC-022: Add task - repeat day requires selection","chromium","2026-08-22","passed","2026-08-22","","add-task.test.js","",""
"","1318","TC-006: Previous Week Button - All week navigation buttons enabled","chromium","2026-08-22","passed","2026-08-22","","home-header-nav.test.js","",""
"","2287","TC-026: Edit task - deleting task","webkit","2026-08-22","passed","2026-08-22","","edit-task.test.js","",""
"","2380","TC-024: Edit task - updating task name","webkit","2026-08-22","passed","2026-08-22","","edit-task.test.js","",""
"","2536","TC-021: Add task - repeat every other day","webkit","2026-08-22","passed","2026-08-22","","add-task.test.js","",""
"","2105","TC-017.Tada: Add task - non-default priority level","webkit","2026-08-22","passed","2026-08-22","","add-task.test.js","",""
"","1573","TC-017.Tada: Add task - non-default priority level","chromium","2026-08-22","passed","2026-08-22","","add-task.test.js","",""
"","1580","TC-016: Add task - non-default owner","chromium","2026-08-22","passed","2026-08-22","","add-task.test.js","",""
"","2184","TC-014: Add task - task name contains special characters","webkit","2026-08-22","passed","2026-08-22","","add-task.test.js","",""
"","1761","TC-023:	Edit task - closing modal","chromium","2026-08-22","passed","2026-08-22","","edit-task.test.js","",""
"","1811","TC-026: Edit task - deleting task","chromium","2026-08-22","passed","2026-08-22","","edit-task.test.js","",""
"","1552","TC-013: Add task - task name exceeds max character limit","chromium","2026-08-22","passed","2026-08-22","","add-task.test.js","",""
"","1354","TC-004: Week Label - Next Week","chromium","2026-08-22","passed","2026-08-22","","home-header-nav.test.js","",""
"","2415","TC-025: Edit task - updating priority","webkit","2026-08-22","passed","2026-08-22","","edit-task.test.js","",""
"","615","TC-002: Week Label - Default","webkit","2026-08-22","passed","2026-08-22","","home-header-nav.test.js","",""
"","1783","TC-021: Add task - repeat every other day","chromium","2026-08-22","passed","2026-08-22","","add-task.test.js","",""
"","2207","TC-012.2: Add task - valid name with defaults","webkit","2026-08-22","passed","2026-08-22","","add-task.test.js","",""
"","1468","TC-011:	Add task - empty task name not allowed","chromium","2026-08-22","passed","2026-08-22","","add-task.test.js","",""
"","1891","TC-024: Edit task - updating task name","chromium","2026-08-22","passed","2026-08-22","","edit-task.test.js","",""
"","2140","TC-017.Gotta Have It: Add task - non-default priority level","webkit","2026-08-22","passed","2026-08-22","","add-task.test.js","",""
"","2273","TC-010:	Add task - closing modal","chromium","2026-08-22","passed","2026-08-22","","add-task.test.js","",""
"","1694","TC-004: Week Label - Next Week","webkit","2026-08-22","passed","2026-08-22","","home-header-nav.test.js","",""
"","1589","TC-017.Gotta Have It: Add task - non-default priority level","chromium","2026-08-22","passed","2026-08-22","","add-task.test.js","",""
"","1551","TC-012.2: Add task - valid name with defaults","chromium","2026-08-22","passed","2026-08-22","","add-task.test.js","",""
"","2196","TC-017.Love It: Add task - non-default priority level","webkit","2026-08-22","passed","2026-08-22","","add-task.test.js","",""
"","591","TC-005: Current Week Button - Default State","webkit","2026-08-22","passed","2026-08-22","","home-header-nav.test.js","",""
"","1582","TC-014: Add task - task name contains special characters","chromium","2026-08-22","passed","2026-08-22","","add-task.test.js","",""
"","1329","TC-003: Week Label - Previous Week","chromium","2026-08-22","passed","2026-08-22","","home-header-nav.test.js","",""
"","2111","TC-019: Add task - repeat task count must not exceed maximum","webkit","2026-08-22","passed","2026-08-22","","add-task.test.js","",""
"","2309","TC-012.1: Add task - valid name with defaults","webkit","2026-08-22","passed","2026-08-22","","add-task.test.js","",""
"","2204","TC-022: Add task - repeat day requires selection","webkit","2026-08-22","passed","2026-08-22","","add-task.test.js","",""
"","2033","TC-011:	Add task - empty task name not allowed","webkit","2026-08-22","passed","2026-08-22","","add-task.test.js","",""
"","2159","TC-017.Like It: Add task - non-default priority level","webkit","2026-08-22","passed","2026-08-22","","add-task.test.js","",""
"","1715","TC-006: Previous Week Button - All week navigation buttons enabled","webkit","2026-08-22","passed","2026-08-22","","home-header-nav.test.js","",""
"","2559","TC-018: Add task - repeat task count","webkit","2026-08-22","passed","2026-08-22","","add-task.test.js","",""
"","1733","TC-003: Week Label - Previous Week","webkit","2026-08-22","passed","2026-08-22","","home-header-nav.test.js","",""
"","1319","TC-007: Next Week Button - All week navigation buttons enabled","chromium","2026-08-22","passed","2026-08-22","","home-header-nav.test.js","",""
"","1635","TC-018: Add task - repeat task count","chromium","2026-08-22","passed","2026-08-22","","add-task.test.js","",""
"","1417","TC-008: Current Week Button - from Previous Week","chromium","2026-08-22","passed","2026-08-22","","home-header-nav.test.js","",""
"","1510","TC-019: Add task - repeat task count must not exceed maximum","chromium","2026-08-22","passed","2026-08-22","","add-task.test.js","",""
"","1578","TC-015: Add task - task name contains emojis","chromium","2026-08-22","passed","2026-08-22","","add-task.test.js","",""
"","2149","TC-013: Add task - task name exceeds max character limit","webkit","2026-08-22","passed","2026-08-22","","add-task.test.js","",""
