"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2251","TC-017: Add task - repeat task count","webkit","2026-08-03","passed","2026-08-03","","add-task.test.js","",""
"","1886","TC-012: Add task - task name exceeds max character limit","webkit","2026-08-03","passed","2026-08-03","","add-task.test.js","",""
"","1356","TC-016.Tada: Add task - non-default priority level","chromium","2026-08-03","passed","2026-08-03","","add-task.test.js","",""
"","1436","TC-017: Add task - repeat task count","chromium","2026-08-03","passed","2026-08-03","","add-task.test.js","",""
"","9759","TC-010:	Add task - empty task name not allowed","webkit","2026-08-03","passed","2026-08-03","","add-task.test.js","",""
"","1854","TC-016.Gotta Have It: Add task - non-default priority level","webkit","2026-08-03","passed","2026-08-03","","add-task.test.js","",""
"","2470","TC-019: Add task - repeat every day","webkit","2026-08-03","passed","2026-08-03","","add-task.test.js","",""
"","1869","TC-016.Love It: Add task - non-default priority level","webkit","2026-08-03","passed","2026-08-03","","add-task.test.js","",""
"","1953","TC-018: Add task - repeat task count must not exceed maximum","webkit","2026-08-03","passed","2026-08-03","","add-task.test.js","",""
"","1343","TC-015: Add task - non-default owner","chromium","2026-08-03","passed","2026-08-03","","add-task.test.js","",""
"","270","TC-001: Title","chromium","2026-08-03","passed","2026-08-03","","home-header-nav.test.js","",""
"","1372","TC-013: Add task - task name contains special characters","chromium","2026-08-03","passed","2026-08-03","","add-task.test.js","",""
"","254","TC-005: Current Week Button - Default State","chromium","2026-08-03","passed","2026-08-03","","home-header-nav.test.js","",""
"","1875","TC-016.Like It: Add task - non-default priority level","webkit","2026-08-03","passed","2026-08-03","","add-task.test.js","",""
"","481","TC-002: Week Label - Default","webkit","2026-08-03","passed","2026-08-03","","home-header-nav.test.js","",""
"","1883","TC-013: Add task - task name contains special characters","webkit","2026-08-03","passed","2026-08-03","","add-task.test.js","",""
"","1303","TC-009: Current Week Button - from Next Week","chromium","2026-08-03","passed","2026-08-03","","home-header-nav.test.js","",""
"","1357","TC-016.Gotta Have It: Add task - non-default priority level","chromium","2026-08-03","passed","2026-08-03","","add-task.test.js","",""
"","1552","TC-006: Previous Week Button - All week navigation buttons enabled","webkit","2026-08-03","passed","2026-08-03","","home-header-nav.test.js","",""
"","1239","TC-003: Week Label - Previous Week","chromium","2026-08-03","passed","2026-08-03","","home-header-nav.test.js","",""
"","477","TC-005: Current Week Button - Default State","webkit","2026-08-03","passed","2026-08-03","","home-header-nav.test.js","",""
"","1969","TC-015: Add task - non-default owner","webkit","2026-08-03","passed","2026-08-03","","add-task.test.js","",""
"","443","TC-001: Title","webkit","2026-08-03","passed","2026-08-03","","home-header-nav.test.js","",""
"","1887","TC-021: Add task - repeat day requires selection","webkit","2026-08-03","passed","2026-08-03","","add-task.test.js","",""
"","1352","TC-021: Add task - repeat day requires selection","chromium","2026-08-03","passed","2026-08-03","","add-task.test.js","",""
"","1286","TC-008: Current Week Button - from Previous Week","chromium","2026-08-03","passed","2026-08-03","","home-header-nav.test.js","",""
"","1876","TC-016.Tada: Add task - non-default priority level","webkit","2026-08-03","passed","2026-08-03","","add-task.test.js","",""
"","1364","TC-011.2: Add task - valid name with defaults","chromium","2026-08-03","passed","2026-08-03","","add-task.test.js","",""
"","1625","TC-009: Current Week Button - from Next Week","webkit","2026-08-03","passed","2026-08-03","","home-header-nav.test.js","",""
"","1529","TC-003: Week Label - Previous Week","webkit","2026-08-03","passed","2026-08-03","","home-header-nav.test.js","",""
"","2217","TC-020: Add task - repeat every other day","webkit","2026-08-03","passed","2026-08-03","","add-task.test.js","",""
"","1524","TC-010:	Add task - empty task name not allowed","chromium","2026-08-03","passed","2026-08-03","","add-task.test.js","",""
"","1226","TC-006: Previous Week Button - All week navigation buttons enabled","chromium","2026-08-03","passed","2026-08-03","","home-header-nav.test.js","",""
"","313","TC-002: Week Label - Default","chromium","2026-08-03","passed","2026-08-03","","home-header-nav.test.js","",""
"","1388","TC-016.Like It: Add task - non-default priority level","chromium","2026-08-03","passed","2026-08-03","","add-task.test.js","",""
"","1684","TC-019: Add task - repeat every day","chromium","2026-08-03","passed","2026-08-03","","add-task.test.js","",""
"","1373","TC-018: Add task - repeat task count must not exceed maximum","chromium","2026-08-03","passed","2026-08-03","","add-task.test.js","",""
"","2057","TC-011.1: Add task - valid name with defaults","webkit","2026-08-03","passed","2026-08-03","","add-task.test.js","",""
"","1387","TC-014: Add task - task name contains emojis","chromium","2026-08-03","passed","2026-08-03","","add-task.test.js","",""
"","1237","TC-004: Week Label - Next Week","chromium","2026-08-03","passed","2026-08-03","","home-header-nav.test.js","",""
"","1504","TC-007: Next Week Button - All week navigation buttons enabled","webkit","2026-08-03","passed","2026-08-03","","home-header-nav.test.js","",""
"","1394","TC-011.1: Add task - valid name with defaults","chromium","2026-08-03","passed","2026-08-03","","add-task.test.js","",""
"","1927","TC-014: Add task - task name contains emojis","webkit","2026-08-03","passed","2026-08-03","","add-task.test.js","",""
"","1231","TC-007: Next Week Button - All week navigation buttons enabled","chromium","2026-08-03","passed","2026-08-03","","home-header-nav.test.js","",""
"","1497","TC-004: Week Label - Next Week","webkit","2026-08-03","passed","2026-08-03","","home-header-nav.test.js","",""
"","1369","TC-016.Love It: Add task - non-default priority level","chromium","2026-08-03","passed","2026-08-03","","add-task.test.js","",""
"","2038","TC-011.2: Add task - valid name with defaults","webkit","2026-08-03","passed","2026-08-03","","add-task.test.js","",""
"","1557","TC-020: Add task - repeat every other day","chromium","2026-08-03","passed","2026-08-03","","add-task.test.js","",""
"","1363","TC-012: Add task - task name exceeds max character limit","chromium","2026-08-03","passed","2026-08-03","","add-task.test.js","",""
"","1613","TC-008: Current Week Button - from Previous Week","webkit","2026-08-03","passed","2026-08-03","","home-header-nav.test.js","",""
