"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1781","TC-019: Add task - repeat every day","chromium","2026-08-10","passed","2026-08-10","","add-task.test.js","",""
"","1940","TC-012: Add task - task name exceeds max character limit","webkit","2026-08-10","passed","2026-08-10","","add-task.test.js","",""
"","529","TC-002: Week Label - Default","webkit","2026-08-10","passed","2026-08-10","","home-header-nav.test.js","",""
"","1394","TC-018: Add task - repeat task count must not exceed maximum","chromium","2026-08-10","passed","2026-08-10","","add-task.test.js","",""
"","1380","TC-016.Like It: Add task - non-default priority level","chromium","2026-08-10","passed","2026-08-10","","add-task.test.js","",""
"","513","TC-001: Title","webkit","2026-08-10","passed","2026-08-10","","home-header-nav.test.js","",""
"","1585","TC-006: Previous Week Button - All week navigation buttons enabled","webkit","2026-08-10","passed","2026-08-10","","home-header-nav.test.js","",""
"","1979","TC-016.Tada: Add task - non-default priority level","webkit","2026-08-10","passed","2026-08-10","","add-task.test.js","",""
"","275","TC-005: Current Week Button - Default State","chromium","2026-08-10","passed","2026-08-10","","home-header-nav.test.js","",""
"","1565","TC-004: Week Label - Next Week","webkit","2026-08-10","passed","2026-08-10","","home-header-nav.test.js","",""
"","2097","TC-013: Add task - task name contains special characters","webkit","2026-08-10","passed","2026-08-10","","add-task.test.js","",""
"","1915","TC-016.Like It: Add task - non-default priority level","webkit","2026-08-10","passed","2026-08-10","","add-task.test.js","",""
"","1971","TC-016.Love It: Add task - non-default priority level","webkit","2026-08-10","passed","2026-08-10","","add-task.test.js","",""
"","2292","TC-017: Add task - repeat task count","webkit","2026-08-10","passed","2026-08-10","","add-task.test.js","",""
"","1592","TC-007: Next Week Button - All week navigation buttons enabled","webkit","2026-08-10","passed","2026-08-10","","home-header-nav.test.js","",""
"","1382","TC-016.Gotta Have It: Add task - non-default priority level","chromium","2026-08-10","passed","2026-08-10","","add-task.test.js","",""
"","522","TC-005: Current Week Button - Default State","webkit","2026-08-10","passed","2026-08-10","","home-header-nav.test.js","",""
"","1678","TC-020: Add task - repeat every other day","chromium","2026-08-10","passed","2026-08-10","","add-task.test.js","",""
"","1364","TC-014: Add task - task name contains emojis","chromium","2026-08-10","passed","2026-08-10","","add-task.test.js","",""
"","289","TC-001: Title","chromium","2026-08-10","passed","2026-08-10","","home-header-nav.test.js","",""
"","1924","TC-016.Gotta Have It: Add task - non-default priority level","webkit","2026-08-10","passed","2026-08-10","","add-task.test.js","",""
"","2200","TC-011.1: Add task - valid name with defaults","webkit","2026-08-10","passed","2026-08-10","","add-task.test.js","",""
"","1902","TC-015: Add task - non-default owner","webkit","2026-08-10","passed","2026-08-10","","add-task.test.js","",""
