"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","391","TC-001: Title @smoke @header @TC-001","webkit","2026-07-29","passed","2026-07-29","","home-header-nav.test.js","",""
"","1501","TC-003: Week Label - Previous Week @smoke @week @week-label @TC-003","webkit","2026-07-29","passed","2026-07-29","","home-header-nav.test.js","",""
"","1306","TC-009: Current Week Button - from Next Week @smoke @week @week-nav @TC-009","chromium","2026-07-29","passed","2026-07-29","","home-header-nav.test.js","",""
"","1869","TC-018: Add task - repeat task count must not exceed maximum @smoke @add-task @repeat-task @TC-018","webkit","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","1661","TC-019: Add task - repeat every day @smoke @add-task @view-list @repeat-task @TC-019","chromium","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","1743","TC-021: Add task - repeat day requires selection @smoke @add-task @repeat-task @TC-021","webkit","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","1236","TC-007: Next Week Button - All week navigation buttons enabled @smoke @week @week-nav @TC-007","chromium","2026-07-29","passed","2026-07-29","","home-header-nav.test.js","",""
"","1341","TC-013: Add task - task name contains special characters @smoke @add-task @view-list @TC-013","chromium","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","1840","TC-011.2: Add task - valid name with defaults @smoke @add-task @view-list @user2 @TC-011","webkit","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","1225","TC-003: Week Label - Previous Week @smoke @week @week-label @TC-003","chromium","2026-07-29","passed","2026-07-29","","home-header-nav.test.js","",""
"","1822","TC-016.Tada: Add task - non-default priority level @smoke @add-task @view-list @priority @TC-016","webkit","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","1336","TC-016.Love It: Add task - non-default priority level @smoke @add-task @view-list @priority @TC-016","chromium","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","1842","TC-016.Gotta Have It: Add task - non-default priority level @smoke @add-task @view-list @priority @TC-016","webkit","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","1393","TC-011.1: Add task - valid name with defaults @smoke @add-task @view-list @user1 @TC-011","chromium","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","1957","TC-017: Add task - repeat task count @smoke @add-task @view-list @TC-017","webkit","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","1342","TC-016.Gotta Have It: Add task - non-default priority level @smoke @add-task @view-list @priority @TC-016","chromium","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","1360","TC-012: Add task - task name exceeds max character limit @smoke @add-task @view-list @TC-012","chromium","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","1801","TC-012: Add task - task name exceeds max character limit @smoke @add-task @view-list @TC-012","webkit","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","458","TC-002: Week Label - Default @smoke @week @week-label @TC-002","webkit","2026-07-29","passed","2026-07-29","","home-header-nav.test.js","",""
"","1818","TC-014: Add task - task name contains emojis @smoke @add-task @view-list @TC-014","webkit","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","1358","TC-015: Add task - non-default owner @smoke @add-task @view-list @TC-015","chromium","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","1522","TC-004: Week Label - Next Week @smoke @week @week-label @TC-004","webkit","2026-07-29","passed","2026-07-29","","home-header-nav.test.js","",""
"","246","TC-001: Title @smoke @header @TC-001","chromium","2026-07-29","passed","2026-07-29","","home-header-nav.test.js","",""
"","1404","TC-007: Next Week Button - All week navigation buttons enabled @smoke @week @week-nav @TC-007","webkit","2026-07-29","passed","2026-07-29","","home-header-nav.test.js","",""
"","1344","TC-016.Tada: Add task - non-default priority level @smoke @add-task @view-list @priority @TC-016","chromium","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","1503","TC-008: Current Week Button - from Previous Week @smoke @week @week-nav @TC-008","webkit","2026-07-29","passed","2026-07-29","","home-header-nav.test.js","",""
"","2115","TC-010:	Add task - empty task name not allowed @smoke @add-task @TC-010","chromium","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","1350","TC-011.2: Add task - valid name with defaults @smoke @add-task @view-list @user2 @TC-011","chromium","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","1239","TC-004: Week Label - Next Week @smoke @week @week-label @TC-004","chromium","2026-07-29","passed","2026-07-29","","home-header-nav.test.js","",""
"","1564","TC-020: Add task - repeat every other day @smoke @add-task @view-list @repeat-task @TC-020","chromium","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","1352","TC-018: Add task - repeat task count must not exceed maximum @smoke @add-task @repeat-task @TC-018","chromium","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","1938","TC-011.1: Add task - valid name with defaults @smoke @add-task @view-list @user1 @TC-011","webkit","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","2080","TC-020: Add task - repeat every other day @smoke @add-task @view-list @repeat-task @TC-020","webkit","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","266","TC-002: Week Label - Default @smoke @week @week-label @TC-002","chromium","2026-07-29","passed","2026-07-29","","home-header-nav.test.js","",""
"","250","TC-005: Current Week Button - Default State @smoke @week @week-nav @TC-005","chromium","2026-07-29","passed","2026-07-29","","home-header-nav.test.js","",""
"","1407","TC-017: Add task - repeat task count @smoke @add-task @view-list @TC-017","chromium","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","1558","TC-009: Current Week Button - from Next Week @smoke @week @week-nav @TC-009","webkit","2026-07-29","passed","2026-07-29","","home-header-nav.test.js","",""
"","2701","TC-010:	Add task - empty task name not allowed @smoke @add-task @TC-010","webkit","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","1715","TC-013: Add task - task name contains special characters @smoke @add-task @view-list @TC-013","webkit","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","1338","TC-021: Add task - repeat day requires selection @smoke @add-task @repeat-task @TC-021","chromium","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","1289","TC-008: Current Week Button - from Previous Week @smoke @week @week-nav @TC-008","chromium","2026-07-29","passed","2026-07-29","","home-header-nav.test.js","",""
"","416","TC-005: Current Week Button - Default State @smoke @week @week-nav @TC-005","webkit","2026-07-29","passed","2026-07-29","","home-header-nav.test.js","",""
"","1354","TC-014: Add task - task name contains emojis @smoke @add-task @view-list @TC-014","chromium","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","1343","TC-016.Like It: Add task - non-default priority level @smoke @add-task @view-list @priority @TC-016","chromium","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","1735","TC-016.Like It: Add task - non-default priority level @smoke @add-task @view-list @priority @TC-016","webkit","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","1250","TC-006: Previous Week Button - All week navigation buttons enabled @smoke @week @week-nav @TC-006","chromium","2026-07-29","passed","2026-07-29","","home-header-nav.test.js","",""
"","2293","TC-019: Add task - repeat every day @smoke @add-task @view-list @repeat-task @TC-019","webkit","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","1490","TC-006: Previous Week Button - All week navigation buttons enabled @smoke @week @week-nav @TC-006","webkit","2026-07-29","passed","2026-07-29","","home-header-nav.test.js","",""
"","1813","TC-015: Add task - non-default owner @smoke @add-task @view-list @TC-015","webkit","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","1767","TC-016.Love It: Add task - non-default priority level @smoke @add-task @view-list @priority @TC-016","webkit","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
