"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1590","TC-012: Add task - task name exceeds max character limit","chromium","2026-07-31","passed","2026-07-31","","add-task.test.js","",""
"","1434","TC-008: Current Week Button - from Previous Week","chromium","2026-07-31","passed","2026-07-31","","home-header-nav.test.js","",""
"","2651","TC-020: Add task - repeat every other day","webkit","2026-07-31","passed","2026-07-31","","add-task.test.js","",""
"","1762","TC-010:	Add task - empty task name not allowed","chromium","2026-07-31","passed","2026-07-31","","add-task.test.js","",""
"","1454","TC-009: Current Week Button - from Next Week","chromium","2026-07-31","passed","2026-07-31","","home-header-nav.test.js","",""
"","1637","TC-015: Add task - non-default owner","chromium","2026-07-31","passed","2026-07-31","","add-task.test.js","",""
"","1304","TC-003: Week Label - Previous Week","chromium","2026-07-31","passed","2026-07-31","","home-header-nav.test.js","",""
"","1949","TC-019: Add task - repeat every day","chromium","2026-07-31","passed","2026-07-31","","add-task.test.js","",""
"","1671","TC-004: Week Label - Next Week","webkit","2026-07-31","passed","2026-07-31","","home-header-nav.test.js","",""
"","1322","TC-006: Previous Week Button - All week navigation buttons enabled","chromium","2026-07-31","passed","2026-07-31","","home-header-nav.test.js","",""
"","2448","TC-011.1: Add task - valid name with defaults","webkit","2026-07-31","passed","2026-07-31","","add-task.test.js","",""
"","1692","TC-007: Next Week Button - All week navigation buttons enabled","webkit","2026-07-31","passed","2026-07-31","","home-header-nav.test.js","",""
"","2270","TC-016.Gotta Have It: Add task - non-default priority level","webkit","2026-07-31","passed","2026-07-31","","add-task.test.js","",""
"","2307","TC-012: Add task - task name exceeds max character limit","webkit","2026-07-31","passed","2026-07-31","","add-task.test.js","",""
"","1625","TC-016.Like It: Add task - non-default priority level","chromium","2026-07-31","passed","2026-07-31","","add-task.test.js","",""
"","1799","TC-020: Add task - repeat every other day","chromium","2026-07-31","passed","2026-07-31","","add-task.test.js","",""
"","1350","TC-007: Next Week Button - All week navigation buttons enabled","chromium","2026-07-31","passed","2026-07-31","","home-header-nav.test.js","",""
"","6705","TC-010:	Add task - empty task name not allowed","webkit","2026-07-31","passed","2026-07-31","","add-task.test.js","",""
"","1653","TC-017: Add task - repeat task count","chromium","2026-07-31","passed","2026-07-31","","add-task.test.js","",""
"","3316","TC-019: Add task - repeat every day","webkit","2026-07-31","passed","2026-07-31","","add-task.test.js","",""
"","1606","TC-016.Love It: Add task - non-default priority level","chromium","2026-07-31","passed","2026-07-31","","add-task.test.js","",""
"","666","TC-002: Week Label - Default","webkit","2026-07-31","passed","2026-07-31","","home-header-nav.test.js","",""
"","1613","TC-014: Add task - task name contains emojis","chromium","2026-07-31","passed","2026-07-31","","add-task.test.js","",""
"","1614","TC-016.Gotta Have It: Add task - non-default priority level","chromium","2026-07-31","passed","2026-07-31","","add-task.test.js","",""
"","2210","TC-011.2: Add task - valid name with defaults","webkit","2026-07-31","passed","2026-07-31","","add-task.test.js","",""
"","1722","TC-006: Previous Week Button - All week navigation buttons enabled","webkit","2026-07-31","passed","2026-07-31","","home-header-nav.test.js","",""
"","1325","TC-004: Week Label - Next Week","chromium","2026-07-31","passed","2026-07-31","","home-header-nav.test.js","",""
"","2299","TC-015: Add task - non-default owner","webkit","2026-07-31","passed","2026-07-31","","add-task.test.js","",""
"","359","TC-001: Title","chromium","2026-07-31","passed","2026-07-31","","home-header-nav.test.js","",""
"","1618","TC-013: Add task - task name contains special characters","chromium","2026-07-31","passed","2026-07-31","","add-task.test.js","",""
"","752","TC-005: Current Week Button - Default State","webkit","2026-07-31","passed","2026-07-31","","home-header-nav.test.js","",""
"","1656","TC-011.2: Add task - valid name with defaults","chromium","2026-07-31","passed","2026-07-31","","add-task.test.js","",""
"","2278","TC-016.Love It: Add task - non-default priority level","webkit","2026-07-31","passed","2026-07-31","","add-task.test.js","",""
"","1537","TC-018: Add task - repeat task count must not exceed maximum","chromium","2026-07-31","passed","2026-07-31","","add-task.test.js","",""
"","1691","TC-003: Week Label - Previous Week","webkit","2026-07-31","passed","2026-07-31","","home-header-nav.test.js","",""
"","1598","TC-016.Tada: Add task - non-default priority level","chromium","2026-07-31","passed","2026-07-31","","add-task.test.js","",""
"","1856","TC-008: Current Week Button - from Previous Week","webkit","2026-07-31","passed","2026-07-31","","home-header-nav.test.js","",""
"","1888","TC-009: Current Week Button - from Next Week","webkit","2026-07-31","passed","2026-07-31","","home-header-nav.test.js","",""
"","1635","TC-011.1: Add task - valid name with defaults","chromium","2026-07-31","passed","2026-07-31","","add-task.test.js","",""
"","2209","TC-016.Like It: Add task - non-default priority level","webkit","2026-07-31","passed","2026-07-31","","add-task.test.js","",""
